original_publish_date,chinese_title,cover_url,publish_date,source_url,title,category,chinese_summary,summary
May 2017,清洁验证：制药生产的实用合规解决方案，第一卷,https://pda.org/images/default-source/product-images/3744-cleaning-validation-vol-1.gif.gif?sfvrsn=1cb8f814_716,2017-05-01,https://www.pda.org/bookstore/product-detail/3744-cleaning-validation-vol-1,"Cleaning Validation: Practical Compliance Solutions for Pharmaceutical Manufacturing, Volume 1",Books,促销——八折优惠！原价：PDA会员价265美元，非会员价329美元，政府采购价180美元。价格已显示，结账时将自动体现。《清洁验证：制药生产的实用合规解决方案》由德斯汀·勒布兰著，内容全面、经过修改并更新……,"Sale - 20% off! Original Price US$265 PDA Member, US$329 Nonmember, US$180 Government Sale prices are already displayed and will be reflected during checkoutCleaning Validation: Practical Compliance Solutions for Pharmaceutical    Manufacturing by Destin LeBlanc contains a complete, modified    and updated …"
Apr 2017,清洁验证：制药生产的实用合规解决方案，第4卷,https://pda.org/images/default-source/product-images/3719-cleaning-validation-volume-4.jpeg,2017-04-01,https://www.pda.org/bookstore/product-detail/3719-cleaning-validation-volume-4,"Cleaning Validation: Practical Compliance Solutions for Pharmaceutical Manufacturing, Volume 4",Books,第四卷是对德斯廷·勒布兰此前三本同主题书籍的补充。本书对勒布兰自2013年1月至2016年12月期间每月发布的清洁备忘录进行了修订和更新。书中超过一半的章节都涉及以某种方式设定限度，因此……,"Volume 4 complements Destin LeBlanc's earlier three books on the same subject. This book modifies and updates LeBlanc's monthly Cleaning Memos originally published from January 2013 through December 2016. More than half of the chapters in the book are on setting limits in one way or another, so the use …"
Mar 2017,TR编号60-2（TR 60-2）工艺验证：生命周期方法，附件1：口服固体制剂/半固体制剂,https://pda.org/images/default-source/product-images/3716-tr-60-2-process-validation-annex-1.jpeg,2017-03-01,https://www.pda.org/bookstore/product-detail/3716-tr-60-2-process-validation-annex-1,"TR No. 60-2 (TR 60-2) Process Validation: A Lifecycle Approach, Annex 1: Oral Solid Dosage/Semisolid Dosage Forms",Technical Reports,PDA的技术报告60-2：工艺验证：生命周期方法——口服固体制剂/半固体制剂附录基于并说明了如何将TR 60中的概念应用于口服固体制剂和半固体制剂药品，以便读者能够清晰地理解其应用……,PDA's Technical Report 60-2: Process Validation: A Lifecycle Approach - Oral Solid Dosage/Semisolid Dosage Forms Annex builds on and illustrates how concepts from TR 60 can be applied to oral solid dosage and semisolid dosage drug products so that the reader can gain a clear understanding of the application …
Feb 2017,审计计划的有效实施,https://pda.org/images/default-source/product-images/3688-effective-implementation-of-audit-programs.jpeg,2017-02-01,https://www.pda.org/bookstore/product-detail/3688-effective-implementation-of-audit-programs,Effective Implementation of Audit Programs,Books,《审计计划的有效实施》提供了对非正式和正式审计的最新视角。本书由米格尔·蒙塔尔沃撰写，他在cGMP合规性、质量运营/体系以及验证职能/职责领域拥有超过32年的丰富经验，本书应用……,"Effective Implementation of Audit Programs provides current perspectives on informal and  formal audits.Written by Miguel Montalvo, who has more than 32 years of extensive experience in the areas of cGMP compliance, quality operations/systems and validation functions/responsibilities, this book applies …"
Feb 2017,TR第77号（TR 77） 使用吹灌封技术生产无菌药品,https://pda.org/images/default-source/product-images/3677-tr-77-blow-fill-seal.jpeg,2017-02-01,https://www.pda.org/bookstore/product-detail/3677-tr-77-blow-fill-seal,TR No. 77 (TR 77) The Manufacture of Sterile Pharmaceutical Products Using Blow-Fill-Seal Technology,Technical Reports,**8月书店促销！五折优惠！标价已包含常规价格的折扣。** PDA最新发布的技术报告第77号（TR 77），《采用吹灌封技术生产无菌药品》，提供了针对吹灌封（BFS）操作的具体建议……,"**August Bookstore Sale! 50% off!Price shown  reflects discount from regular  price.** PDA's newly released Technical Report No. 77 (TR 77),  The Manufacture of Sterile Pharmaceutical Products Using Blow-Fill-Seal Technology provides recommendations specific to the operation of  blow-fill-seal (BFS) …"
Feb 2017,制药微生物学家的方法开发与验证,https://pda.org/images/default-source/product-images/3654-method-development-and-validation.jpeg,2017-02-01,https://www.pda.org/bookstore/product-detail/3654-method-development-and-validation,Method Development and Validation for the Pharmaceutical Microbiologist,Books,本书主要关注于注射剂产品和辅料，但其方法同样适用于微生物学的其他领域。此外，本书还提供了在制药微生物实验室中可能开展的各项计划和专项研究的建议。本书的目的……,"The book primarily focuses on parenteral products and the excipients, but the methodology can transfer to other areas of microbiology as well. The book also provides advice on programs and special studies that might be performed in the pharmaceutical microbiology laboratory. The purpose of this book …"
Jan 2017,药品质量控制微生物学：基础指南,https://pda.org/images/default-source/product-images/3578-pharmaceutical-quality-control-microbiology.gif.gif?sfvrsn=1d3c0e4_716,2017-01-01,https://www.pda.org/bookstore/product-detail/3578-pharmaceutical-quality-control-microbiology,Pharmaceutical Quality Control Microbiology: A Guidebook to the Basics,Books,本书旨在从实验室的角度，特别是从实验室经理的角度，为质量控制（QC）微生物学职能提供背景知识。萨顿着重探讨了QC微生物学实验室在药品生产中的作用……,"This book is intended to provide a background to the quality control   (QC) microbiology function from the perspective of the laboratory, and particularly   from that of the laboratory manager. Sutton focuses on the role of the QC microbiology   laboratory in the pharmaceutical manufacturing …"
Jan 2017,QP候选人必备微生物学,https://pda.org/images/default-source/product-images/3576-essential-microbiology-for-qp-candidates.jpeg,2017-01-01,https://www.pda.org/bookstore/product-detail/3576-essential-microbiology-for-qp-candidates,Essential Microbiology for QP Candidates,Books,本书旨在满足《制药行业合格人员所需知识与实践经验指南》（简称“学习指南”）中有关药品微生物学的要求。本参考指南将帮助QP候选人……,"This book has been prepared to address the requirements which are stated in    the Guide to the Knowledge and Practical Experience Required by Qualified    Persons in the Pharmaceutical Industry (the ""Study Guide"")    in relation to pharmaceutical microbiology.This reference guide will help QP candidates …"
Dec 2016,灭菌过程的生物指示剂,https://pda.org/images/default-source/product-images/3572-biological-indicators-for-sterilization.jpeg,2016-12-01,https://www.pda.org/bookstore/product-detail/3572-biological-indicators-for-sterilization,Biological Indicators for Sterilization Processes,Books,本书探讨了理解生物指示剂所需的基本概念，并包括生物验证的历史与一般原则、微生物灭活的动力学及影响抗性的因素，以及帮助理解细菌芽孢的指导……,"This book discusses the basic concepts necessary to the understanding of Biological   Indicators and includes  the history of biological validation and general principles, the kinetics of  microbial inactivation and factors   affecting resistance as well as guidance in understanding bacterial endospores …"
Nov 2016,TR第56号 2016年修订版（TR 56） 将阶段性质量体系和cGMP应用于治疗性蛋白质原料药（原料药或生物活性物质）的开发,https://pda.org/images/default-source/product-images/3474-tr-56-rev-application-of-phase-appropriate-quality.jpeg,2016-11-01,https://www.pda.org/bookstore/product-detail/3474-tr-56-rev-application-of-phase-appropriate-quality,TR No. 56 Revised 2016 (TR 56) Application of Phase-Appropriate Quality System and cGMP to the Development of Therapeutic Protein Drug Substance (API or Biological Active Substance),Technical Reports,PDA最新修订的PDA技术报告第56号，2016年版《分阶段适用的质量体系与cGMP在治疗性蛋白原料药开发中的应用》，概述了在整个产品生命周期内实现广泛良好生产规范（GMP）的理想状态，并作为……,"PDA’s newly revised PDA Technical Report No. 56, Revised 2016 Application of Phase-Appropriate Quality System and cGMP to the Development of Therapeutic Protein Drug Substance provides an overview of the ideal state for broad good manufacturing practices (GMPs) throughout the product lifecycle and as …"
